45.3047222,-93.6194444
45.1560776,-92.7090941
45.275,-92.9841667
44.7716667,-93.7811111
45.4116282,-92.6485403
44.6783008,-92.6118611
45.4038889,-93.2675
45.3025,-93.7986111
45.1316329,-92.6402019
44.8480556,-93.7875
44.8583007,-92.6068633
45.1755556,-93.8758333
45.2103528,-93.6703051
45.0569444,-92.8111111
44.827051,-93.612246
44.6791667,-94.0080556
45.0883333,-93.7341667
45.3938889,-92.8163889
44.5730556,-93.3533333
44.7333333,-93.9669444
44.8885785,-92.6513097
45.0860773,-92.572143
44.7099676,-92.6401958
44.7183009,-92.6318622
45.2294444,-94.0041667
45.3727778,-92.8905556
45.3958333,-92.9827778
45.3933333,-93.8722222
45.3875,-93.3613889
45.0875,-93.7033333
45.0180556,-92.7805556
45.2819444,-92.9844444
44.9756415,-93.1467407
44.8269949,-93.610511
44.7495727,-93.4496994
44.7799034,-93.4096221
44.8480148,-93.1587982
44.7332954,-93.2074508
44.8046493,-93.2245483
44.9774829,-93.4706892
44.97826,-93.2628326
44.9252601,-92.963146
44.9502492,-92.952574
45.0448735,-93.5094022
45.1214003,-93.4249406
44.9774984,-93.4672168
44.9779734,-93.4682691
44.975648,-93.4698342
